"Origin","Destination","Transport","TimeHours","CostUSD","LastUpdated","Note"
"London","Brasilia","plane","12.63","612.65","2026-06-24","Estimated from geodesic distance model"
"London","Brasilia","plane","12.63","612.65","2026-06-24","Estimated from geodesic distance model"
"London","Bridgetown","plane","10.42","446.15","2026-06-24","Estimated from geodesic distance model"
"London","Brussels","plane","1.26","82.09","2026-06-24","Estimated from geodesic distance model"
"London","Bucharest","plane","3.25","188.99","2026-06-24","Estimated from geodesic distance model"
"London","Budapest","plane","2.73","147.08","2026-06-24","Estimated from geodesic distance model"
"London","Bujumbura","plane","10.77","461.83","2026-06-24","Estimated from geodesic distance model"
"London","Cairo","plane","5.05","258.74","2026-06-24","Estimated from geodesic distance model"
"London","Canberra","plane","27.98","1119.67","2026-06-24","Estimated from geodesic distance model"
"London","Caracas","plane","11.29","488.76","2026-06-24","Estimated from geodesic distance model"
"London","Chisinau","plane","3.29","191.1","2026-06-24","Estimated from geodesic distance model"
"London","Conakry","plane","6.36","356.04","2026-06-24","Estimated from geodesic distance model"
"London","Dili","plane","23.42","877.59","2026-06-24","Estimated from geodesic distance model"
"London","Dushanbe","plane","8.68","400.75","2026-06-24","Estimated from geodesic distance model"
"London","Funafuti","plane","26.62","938.41","2026-06-24","Estimated from geodesic distance model"
"London","George Town","plane","11.7","508.07","2026-06-24","Estimated from geodesic distance model"
"London","Georgetown","plane","11.06","477.32","2026-06-24","Estimated from geodesic distance model"
"London","Havana","plane","10.86","519.71","2026-06-24","Estimated from geodesic distance model"
"London","Helsinki","plane","3.1","164.24","2026-06-24","Estimated from geodesic distance model"
"London","Islamabad","plane","9.04","423.64","2026-06-24","Estimated from geodesic distance model"
"London","Jerusalem","plane","5.05","286.03","2026-06-24","Estimated from geodesic distance model"
"London","Khartoum","plane","7","354.45","2026-06-24","Estimated from geodesic distance model"
"London","Kyiv","plane","3.42","179.52","2026-06-24","Estimated from geodesic distance model"
"London","Kigali","plane","10.2","435.71","2026-06-24","Estimated from geodesic distance model"
"London","Kingston","plane","30.77","1142.26","2026-06-24","Estimated from geodesic distance model"
"London","Kinshasa","plane","9.82","462.12","2026-06-24","Estimated from geodesic distance model"
"London","Ngerulmud","plane","18.5","801.55","2026-06-24","Estimated from geodesic distance model"
"London","Kuala Lumpur","plane","17.39","662.96","2026-06-24","Estimated from geodesic distance model"
"London","La Paz","plane","16.37","682.54","2026-06-24","Estimated from geodesic distance model"
"London","Libreville","plane","9.11","423.48","2026-06-24","Estimated from geodesic distance model"
"London","Lilongwe","plane","12.07","525.94","2026-06-24","Estimated from geodesic distance model"
"London","Lisbon","plane","2.88","154.13","2026-06-24","Estimated from geodesic distance model"
"London","Luxembourg","plane","1.53","88.23","2026-06-24","Estimated from geodesic distance model"
"London","Madrid","plane","2.4","129.91","2026-06-24","Estimated from geodesic distance model"
"London","Madrid","plane","2.4","129.91","2026-06-24","Estimated from geodesic distance model"
"London","Malabo","plane","9.05","378.62","2026-06-24","Estimated from geodesic distance model"
"London","Male","plane","11.99","581.07","2026-06-24","Estimated from geodesic distance model"
"London","Male","plane","11.99","581.07","2026-06-24","Estimated from geodesic distance model"
"London","Manama","plane","8.16","374.4","2026-06-24","Estimated from geodesic distance model"
"London","Maseru","plane","16.18","602.49","2026-06-24","Estimated from geodesic distance model"
"London","Mbabane","plane","15.52","635.5","2026-06-24","Estimated from geodesic distance model"
"London","Montevideo","plane","18.48","711.73","2026-06-24","Estimated from geodesic distance model"
"London","N'Djamena","plane","6.32","320.34","2026-06-24","Estimated from geodesic distance model"
"London","Nassau","plane","10.59","502.61","2026-06-24","Estimated from geodesic distance model"
"London","New Delhi","plane","10.22","483.33","2026-06-24","Estimated from geodesic distance model"
"London","Noumea","plane","27.34","1088.08","2026-06-24","Estimated from geodesic distance model"
"London","Noumea","plane","27.34","1088.08","2026-06-24","Estimated from geodesic distance model"
"London","Nuuk","plane","4.53","257.92","2026-06-24","Estimated from geodesic distance model"
"London","Oranjestad","plane","11.34","490.78","2026-06-24","Estimated from geodesic distance model"
"London","Oslo","plane","2.31","126.04","2026-06-24","Estimated from geodesic distance model"
"London","Ottawa","plane","8.99","375.61","2026-06-24","Estimated from geodesic distance model"
"London","Ouagadougou","plane","6.26","318.22","2026-06-24","Estimated from geodesic distance model"
"London","Pyongyang","plane","12.62","553.42","2026-06-24","Estimated from geodesic distance model"
"London","Pyongyang","plane","12.62","553.42","2026-06-24","Estimated from geodesic distance model"
"London","Panama","plane","12.63","553.17","2026-06-24","Estimated from geodesic distance model"
"London","Papeete","plane","27.28","964.93","2026-06-24","Estimated from geodesic distance model"
"London","Paramaribo","plane","10.41","496.12","2026-06-24","Estimated from geodesic distance model"
"London","Paris","train","3.97","27.52","2026-06-24","Estimated from geodesic distance model"
"London","Phnom Penh","plane","16.59","691.53","2026-06-24","Estimated from geodesic distance model"
"London","Port Moresby","plane","25.24","969.86","2026-06-24","Estimated from geodesic distance model"
"London","Port Vila","plane","26.55","1049.96","2026-06-24","Estimated from geodesic distance model"
"London","Prague","plane","2.15","118.06","2026-06-24","Estimated from geodesic distance model"
"London","Praia","plane","6.05","339.58","2026-06-24","Estimated from geodesic distance model"
"London","Quito","plane","16.22","602.36","2026-06-24","Estimated from geodesic distance model"
"London","Quito","plane","16.22","602.36","2026-06-24","Estimated from geodesic distance model"
"London","Reykjavik","plane","3.09","180.67","2026-06-24","Estimated from geodesic distance model"
"London","Riga","plane","2.83","166.5","2026-06-24","Estimated from geodesic distance model"
"London","Road Town","plane","9.76","462","2026-06-24","Estimated from geodesic distance model"
"London","Roseau","plane","10.22","483.24","2026-06-24","Estimated from geodesic distance model"
"London","San Marino","plane","2.39","129.25","2026-06-24","Estimated from geodesic distance model"
"London","San Salvador","plane","12.21","593.01","2026-06-24","Estimated from geodesic distance model"
"London","Santiago","plane","19.25","748.85","2026-06-24","Estimated from geodesic distance model"
"London","Sarajevo","plane","2.89","154.26","2026-06-24","Estimated from geodesic distance model"
"London","Seoul","plane","12.66","614.78","2026-06-24","Estimated from geodesic distance model"
"London","Singapore","plane","18.32","703.27","2026-06-24","Estimated from geodesic distance model"
"London","St. Peter Port","plane","1.26","75.01","2026-06-24","Estimated from geodesic distance model"
"London","St. Peter Port","boat","7.64","36","2026-06-24","Estimated from geodesic distance model"
"London","Stockholm","plane","2.59","139.33","2026-06-24","Estimated from geodesic distance model"
"London","Suva","plane","26.68","1058.14","2026-06-24","Estimated from geodesic distance model"
"London","Tallinn","plane","2.9","170.06","2026-06-24","Estimated from geodesic distance model"
"London","Tehran","plane","5.9","331.56","2026-06-24","Estimated from geodesic distance model"
"London","Tokyo","plane","16.48","616.08","2026-06-24","Estimated from geodesic distance model"
"London","Torshavn","plane","2.26","135.83","2026-06-24","Estimated from geodesic distance model"
"London","Tunis","plane","3.06","162.12","2026-06-24","Estimated from geodesic distance model"
"London","Tunis","plane","3.06","162.12","2026-06-24","Estimated from geodesic distance model"
"London","Valletta","plane","3.25","189.18","2026-06-24","Estimated from geodesic distance model"
"London","Vientiane","plane","16.56","616.23","2026-06-24","Estimated from geodesic distance model"
"London","Vientiane","plane","16.56","616.23","2026-06-24","Estimated from geodesic distance model"
"London","Vilnius","plane","3.06","163.11","2026-06-24","Estimated from geodesic distance model"
"London","W. Indies","plane","10.37","443.12","2026-06-24","Estimated from geodesic distance model"
"London","Warsaw","plane","2.51","149.2","2026-06-24","Estimated from geodesic distance model"
"London","Washington DC","plane","9","420.27","2026-06-24","Estimated from geodesic distance model"
"London","Washington DC","plane","9","420.27","2026-06-24","Estimated from geodesic distance model"
"London","Wellington","plane","29.83","1223.38","2026-06-24","Estimated from geodesic distance model"
"London","Willemstad","plane","10.84","518.91","2026-06-24","Estimated from geodesic distance model"
"London","Yaounde","plane","8.61","397.97","2026-06-24","Estimated from geodesic distance model"
"London","Zagreb","plane","2.36","141.16","2026-06-24","Estimated from geodesic distance model"
"Luanda","Lusaka","plane","3.01","159.51","2026-06-24","Estimated from geodesic distance model"
"Luanda","Oranjestad","plane","15.71","648.56","2026-06-24","Estimated from geodesic distance model"
"Luanda","Windhoek","plane","2.75","162.12","2026-06-24","Estimated from geodesic distance model"
"Luanda","Yerevan","plane","9.73","457.46","2026-06-24","Estimated from geodesic distance model"
"Lusaka","Gaborone","plane","2.06","124.89","2026-06-24","Estimated from geodesic distance model"
"Lusaka","Harare","train","4.09","30.28","2026-06-24","Estimated from geodesic distance model"
"Lusaka","Harare","plane","1.42","83.33","2026-06-24","Estimated from geodesic distance model"
"Lusaka","Lilongwe","bus","9.96","26.42","2026-06-24","Estimated from geodesic distance model"
"Lusaka","Luanda","plane","2.91","170.89","2026-06-24","Estimated from geodesic distance model"
"Lusaka","Maputo","plane","2.35","140.74","2026-06-24","Estimated from geodesic distance model"
"Lusaka","Windhoek","plane","2.56","152.1","2026-06-24","Estimated from geodesic distance model"
"Luxembourg","Berlin","train","6.01","39.77","2026-06-24","Estimated from geodesic distance model"
"Luxembourg","Brussels","train","2.19","20.65","2026-06-24","Estimated from geodesic distance model"
"Luxembourg","Canberra","plane","28.85","1040.54","2026-06-24","Estimated from geodesic distance model"
"Luxembourg","Lima","plane","17.27","657.87","2026-06-24","Estimated from geodesic distance model"
"Luxembourg","London","plane","1.52","87.52","2026-06-24","Estimated from geodesic distance model"
"Luxembourg","Paris","train","3.24","26.16","2026-06-24","Estimated from geodesic distance model"
"Luxembourg","Pretoria","plane","12.7","556.79","2026-06-24","Estimated from geodesic distance model"
"Luxembourg","Singapore","plane","16.45","692.92","2026-06-24","Estimated from geodesic distance model"
"Luxembourg","Washington DC","plane","9.71","457.08","2026-06-24","Estimated from geodesic distance model"
"Madrid","Andorra la Vella","bus","7.72","23.19","2026-06-24","Estimated from geodesic distance model"
"Madrid","Andorra la Vella","train","5.44","34.04","2026-06-24","Estimated from geodesic distance model"
"Madrid","Andorra la Vella","train","5.44","34.04","2026-06-24","Estimated from geodesic distance model"
"Madrid","Canberra","plane","29.7","1084.85","2026-06-24","Estimated from geodesic distance model"
"Madrid","Canberra","plane","29.7","1084.85","2026-06-24","Estimated from geodesic distance model"
"Madrid","Lima","plane","16.46","614.91","2026-06-24","Estimated from geodesic distance model"
"Madrid","Lima","plane","16.46","614.91","2026-06-24","Estimated from geodesic distance model"
"Madrid","Lisbon","train","5.41","33.77","2026-06-24","Estimated from geodesic distance model"
"Madrid","Lisbon","bus","7.68","23.05","2026-06-24","Estimated from geodesic distance model"
"Madrid","Lisbon","train","5.41","33.77","2026-06-24","Estimated from geodesic distance model"
"Madrid","London","plane","2.45","132.63","2026-06-24","Estimated from geodesic distance model"
"Madrid","London","plane","2.45","132.63","2026-06-24","Estimated from geodesic distance model"
"Madrid","Paris","train","10.39","61.7","2026-06-24","Estimated from geodesic distance model"
"Madrid","Paris","bus","16.35","41.34","2026-06-24","Estimated from geodesic distance model"
"Madrid","Paris","train","10.39","61.7","2026-06-24","Estimated from geodesic distance model"
"Madrid","Pretoria","plane","11.87","516.93","2026-06-24","Estimated from geodesic distance model"
"Madrid","Pretoria","plane","11.87","516.93","2026-06-24","Estimated from geodesic distance model"
"Madrid","Rome","plane","2.52","135.74","2026-06-24","Estimated from geodesic distance model"
"Madrid","Singapore","plane","18.98","735.45","2026-06-24","Estimated from geodesic distance model"
"Madrid","Singapore","plane","18.98","735.45","2026-06-24","Estimated from geodesic distance model"
"Madrid","Washington DC","plane","9.79","414.87","2026-06-24","Estimated from geodesic distance model"
"Madrid","Washington DC","plane","9.79","414.87","2026-06-24","Estimated from geodesic distance model"
